city,bedrooms,bathrooms,square_feet,year_built,price
Jacksonville,4,3,872,1967,230557.9
Houston,2,1,1914,1924,253997.15
Columbus,5,1,3930,1933,451284.69
New York,1,1,677,2007,411676.41
Dallas,2,1,2544,1988,437048.09
San Diego,2,1,3501,2014,979806.32
Miami,4,1,1824,2000,629945.26
Jacksonville,5,4,1798,1935,341124.7
San Diego,4,1,2683,1963,829369.54
Columbus,2,1,2069,1930,237883.0
Indianapolis,4,3,4546,2004,570470.71
Austin,5,4,3549,1952,1054127.08
Columbus,6,5,3048,1977,464729.33
San Diego,2,1,1555,1967,477304.09
Austin,3,1,1169,2016,480816.35
Jacksonville,6,4,1388,1977,354820.14
Phoenix,4,1,4897,1995,811219.49
San Diego,3,1,789,2013,441618.83
Columbus,4,3,4733,1938,581410.81
San Francisco,2,1,4220,1959,1586397.94
Fort Worth,1,1,849,1999,178565.39
Fort Worth,4,2,4355,2013,687998.12
Charlotte,1,1,3722,1961,535197.37
Los Angeles,1,1,2748,2012,926845.38
Los Angeles,1,1,878,1984,353726.55
Philadelphia,1,1,3369,1939,489051.46
San Jose,4,2,613,1982,593460.35
Miami,2,1,2313,1955,570057.9
Philadelphia,4,2,2690,1965,512208.63
Austin,1,1,1596,1948,399000.17
San Diego,3,2,3173,2012,950636.67
Denver,2,1,1153,1963,316845.49
Los Angeles,2,1,3127,1950,922036.62
Los Angeles,4,3,4804,1980,1602299.81
San Jose,5,2,3353,1943,1388251.41
San Antonio,2,1,3570,1952,445591.09
Houston,3,1,2809,2022,454399.31
San Antonio,4,3,3875,1946,542399.15
Dallas,6,4,1810,1985,472029.95
Dallas,1,1,4131,2009,649589.14
Fort Worth,6,4,1311,1968,387254.65
Phoenix,3,2,993,1961,251462.65
Phoenix,5,1,611,1954,220590.79
Philadelphia,5,3,3257,1938,616771.38
Phoenix,4,1,4168,1952,669687.13
San Francisco,3,1,1272,1923,576643.17
San Francisco,1,1,3315,2000,1360142.95
Phoenix,5,4,3215,1924,585723.44
San Diego,6,3,3837,2003,1296488.76
San Diego,2,1,1588,2002,523556.36
Phoenix,6,1,3534,1992,641647.62
Charlotte,1,1,4369,1952,585398.84
Miami,1,1,1329,1927,287233.46
Dallas,2,1,3718,1942,552401.89
Philadelphia,6,1,518,1976,264009.73
Charlotte,3,2,1800,2006,399751.26
Houston,2,1,4674,2015,660628.25
San Diego,6,2,772,1972,507769.69
Chicago,6,1,3485,1999,708092.41
San Francisco,3,1,4336,1978,1799356.49
Chicago,5,3,2854,1932,589263.77
Denver,3,1,977,1970,321421.86
Seattle,3,1,3691,1982,1036397.97
San Jose,5,2,2111,1942,1027666.93
Chicago,6,4,3329,1955,744960.45
San Diego,2,1,1993,1971,569973.96
San Francisco,6,1,1359,1938,865187.38
Indianapolis,2,1,4089,1977,434572.36
Seattle,6,5,625,1990,605674.48
Seattle,1,1,4736,2013,1262335.14
Houston,2,1,2222,1961,318491.38
Los Angeles,1,1,2210,1986,687578.12
San Jose,4,2,3475,1975,1449487.67
Houston,2,1,541,1970,137591.05
San Jose,4,1,2026,2015,1091518.34
New York,4,2,3797,1963,1513582.77
San Jose,3,2,4007,2022,1645283.66
San Diego,1,1,3482,2005,908035.03
San Jose,3,2,990,1940,526457.74
Seattle,5,4,2433,2022,1016680.04
San Jose,3,2,679,1925,407520.04
Miami,1,1,4557,1991,1063157.16
Philadelphia,3,2,2587,1994,491331.95
Dallas,6,1,3723,1959,686433.6
Denver,2,1,1842,1991,447454.45
Jacksonville,2,1,2981,1928,347181.75
Austin,3,1,4561,1943,1079846.43
Columbus,5,4,2894,1982,447773.31
San Antonio,5,2,1286,1981,280221.68
Columbus,4,2,1171,1979,225751.08
Seattle,4,1,4893,1939,1326882.93
New York,1,1,1844,1935,582283.8
Austin,5,3,878,2021,573118.08
New York,4,3,711,1988,615719.34
Chicago,6,3,1369,1951,436205.55
Phoenix,1,1,1080,1927,162903.19
Philadelphia,6,4,4626,1980,835525.86
Philadelphia,5,3,3074,1995,629804.59
Dallas,4,3,1478,1920,327242.95
San Francisco,6,2,2827,1992,1454703.6
Indianapolis,5,2,1055,1984,242322.89
San Diego,6,2,835,1936,483304.48
Miami,5,3,2534,2002,845182.96
Seattle,4,1,3788,1948,1046247.33
Denver,5,3,2942,2020,824252.61
San Antonio,3,2,2814,1982,426864.27
San Diego,4,2,4869,1935,1256108.95
San Francisco,1,1,3116,2010,1310405.4
Indianapolis,2,1,1899,1954,228851.95
Dallas,2,1,4395,1922,647127.46
Charlotte,3,1,1721,1988,333408.85
Columbus,3,2,2580,1991,339764.89
Phoenix,3,1,714,2011,225761.73
Dallas,4,1,2931,1946,488224.13
San Antonio,5,1,2979,1940,422948.49
Miami,6,2,4998,2016,1393766.08
San Francisco,1,1,829,1942,356098.07
Charlotte,1,1,4607,1971,692643.95
Houston,6,2,2298,1926,433056.86
Philadelphia,5,3,2129,1999,477350.33
Houston,1,1,1492,1927,188665.72
Chicago,4,3,4506,1953,790523.19
Austin,3,1,4551,1923,1087479.43
Charlotte,2,1,3871,1924,547792.68
Austin,5,2,3435,1928,1002498.31
Houston,6,4,3570,1964,613736.22
Fort Worth,2,1,3791,1946,508092.98
Dallas,6,1,3212,1973,593977.31
Columbus,5,1,4732,1999,583973.54
San Antonio,3,2,4689,1937,602790.72
Charlotte,2,1,507,1949,128527.96
Los Angeles,3,2,1278,1991,626759.82
San Antonio,3,2,1883,1960,305503.83
San Antonio,2,1,1804,2000,272540.48
Austin,3,1,824,1949,321059.56
Seattle,5,4,4830,1928,1378220.23
San Diego,5,4,3121,2015,1166798.02
San Jose,3,1,3789,1949,1321340.55
Miami,4,2,4059,1975,1075637.52
Charlotte,5,3,2305,2013,529783.35
New York,2,1,1998,1958,741760.36
Denver,2,1,4912,1993,1056245.99
San Jose,5,2,3363,1964,1395833.84
Miami,2,1,2314,1975,587595.86
Phoenix,4,2,2895,1972,552608.18
Miami,2,1,1586,1932,375804.69
Denver,5,4,741,2023,470577.89
San Jose,4,2,4139,1927,1626715.37
New York,1,1,3420,1938,1113011.34
Indianapolis,3,2,3126,1956,375416.56
Miami,6,3,4796,2014,1362069.29
Fort Worth,4,1,2177,1949,361815.53
Seattle,3,1,2704,1972,840000.41
Austin,6,5,3604,2023,1320175.8
Charlotte,5,4,2382,1975,545446.62
Seattle,1,1,908,2005,350145.25
Jacksonville,2,1,3368,1965,423897.5
San Antonio,2,1,4527,1936,517441.97
Jacksonville,2,1,4031,1968,474352.72
Miami,6,1,2275,1922,693780.96
Austin,5,4,4442,1973,1244074.76
Philadelphia,2,1,3302,1972,507777.63
Los Angeles,1,1,2852,1996,906242.29
Dallas,4,1,4239,1939,642387.12
Charlotte,4,1,3586,1991,641752.83
Charlotte,3,2,1929,1985,409397.85
Indianapolis,3,2,1689,1956,231040.75
Charlotte,3,1,4604,1923,660160.79
Fort Worth,5,3,1203,2005,366337.37
Los Angeles,1,1,1168,2010,468101.44
San Antonio,3,1,1668,2009,286272.84
Houston,5,2,660,1958,227125.97
Philadelphia,2,1,4382,1970,633884.16
San Jose,3,1,1833,1982,882523.91
Jacksonville,2,1,3079,1951,371697.59
Los Angeles,2,1,1830,1927,540313.21
Dallas,4,2,3470,1940,576373.21
Jacksonville,4,3,2803,1928,420847.47
Los Angeles,4,3,2403,1983,979931.96
Los Angeles,3,1,4403,1953,1390646.77
San Francisco,2,1,3663,1965,1410061.94
San Francisco,5,3,2578,1951,1302255.8
Austin,4,2,1592,1971,580582.3
Miami,3,2,2820,1971,753701.12
Miami,4,2,4695,1920,1106399.43
Phoenix,5,4,2324,1978,533855.51
Charlotte,6,1,3807,1958,667375.78
Jacksonville,2,1,1604,2009,254445.78
Miami,5,1,2430,1958,753111.07
San Antonio,4,3,4967,1952,664592.78
San Antonio,2,1,3710,1946,467651.96
San Francisco,1,1,939,1993,500299.92
Houston,6,4,1880,1925,407628.75
Phoenix,6,1,3613,1954,620407.28
Jacksonville,4,2,4493,1986,625169.27
Houston,3,2,2173,1974,390276.2
Fort Worth,1,1,3763,1933,445357.51
San Antonio,4,1,1019,1963,215568.14
Philadelphia,4,2,1336,1978,339664.53
Chicago,2,1,4022,1951,641420.87
Chicago,6,4,1320,1925,418380.84
Los Angeles,2,1,2371,1965,742961.32
Jacksonville,2,1,4193,1936,498125.03
Seattle,2,1,890,1961,336397.97
San Jose,4,2,1380,2016,843938.74
Los Angeles,5,1,1946,2018,919167.84
Denver,3,2,3907,1921,844969.95
Dallas,2,1,2217,1990,391044.19
Seattle,2,1,3091,1930,761387.77
San Antonio,5,3,4381,1943,604547.58
Miami,4,1,4673,2023,1289509.37
Jacksonville,1,1,1179,1924,140072.74
Dallas,2,1,2724,1954,413174.78
Chicago,6,4,1726,1968,494801.68
Seattle,3,1,1395,1947,487815.6
Denver,2,1,1171,1989,338563.38
Seattle,4,1,3627,1935,964670.96
Miami,5,3,1418,2015,620662.02
Miami,5,4,1258,2022,668585.7
Chicago,2,1,2280,1946,404380.98
San Francisco,4,2,1260,1939,713774.76
Charlotte,3,2,3162,1922,487876.11
San Francisco,4,3,1519,2011,1068138.3
Columbus,6,3,1683,2023,363639.37
Columbus,6,2,1999,1982,357427.23
Columbus,3,2,3935,2024,481629.49
Seattle,4,1,1562,2015,639589.67
San Francisco,2,1,1193,2021,702787.03
San Diego,6,2,4129,1997,1306279.51
San Antonio,6,1,1405,1963,309004.33
Charlotte,1,1,1197,1925,177195.18
San Jose,6,4,4967,2008,2253967.38
Chicago,2,1,2222,1943,380665.03
Indianapolis,6,4,2460,2005,449190.45
Austin,5,3,3367,1924,978106.73
Seattle,5,3,1135,2021,643441.77
Miami,6,5,2364,1947,875589.51
Chicago,4,2,1712,2010,443053.57
Miami,1,1,1218,1953,293930.83
Austin,1,1,614,1996,263466.05
Phoenix,2,1,3851,2020,627080.72
Denver,3,1,911,1981,311508.8
Austin,2,1,3837,1931,903241.64
Charlotte,3,2,3163,1973,545482.01
Indianapolis,4,3,3032,1979,409178.18
Dallas,5,2,4277,1970,739635.55
Columbus,4,1,2005,2022,330348.84
Indianapolis,5,2,2996,2015,462014.45
Jacksonville,1,1,4119,1940,462186.59
Jacksonville,3,1,4371,1939,549431.89
Houston,4,1,3697,1999,590717.02
Philadelphia,5,1,3254,1998,631690.33
Los Angeles,6,1,4110,1944,1441826.96
New York,4,3,1438,2017,868939.62
Dallas,6,4,4858,1935,811824.82
San Antonio,5,2,1752,2002,356482.22
Columbus,4,2,2358,1969,345970.56
Philadelphia,4,2,2273,1937,411975.07
Chicago,2,1,4983,1976,770549.21
Chicago,1,1,4478,2004,768256.6
San Francisco,1,1,1114,1930,401553.53
San Francisco,3,1,1654,2023,913888.7
Los Angeles,3,1,2845,1963,943309.63
Austin,5,1,1867,1924,589295.69
New York,3,1,4136,1975,1441591.44
Philadelphia,5,2,3214,1971,589236.4
Chicago,6,4,4467,1927,846083.4
Miami,2,1,4257,1962,979813.22
Los Angeles,6,4,875,1990,708006.31
Dallas,2,1,4296,1964,633374.96
San Jose,4,3,2227,1957,1095414.03
Austin,6,5,4300,1965,1297608.05
San Francisco,4,3,1445,1979,968057.76
Charlotte,5,2,3631,1967,637343.83
Philadelphia,4,3,1723,2014,447432.26
San Antonio,1,1,863,1930,101232.06
Fort Worth,3,1,3139,2004,498214.28
Seattle,3,1,1108,1961,412981.78
Fort Worth,3,1,3518,1968,539107.96
Dallas,5,3,1922,2024,478600.44
Austin,1,1,1614,1935,388655.07
Charlotte,3,2,1832,1945,339011.22
Charlotte,1,1,4099,1986,609421.85
Seattle,3,2,2870,2021,964352.99
Philadelphia,2,1,1041,1951,195365.72
Philadelphia,3,2,2322,2022,478619.0
Fort Worth,6,2,1792,2007,430337.98
Dallas,6,1,4155,1925,694094.55
San Diego,4,2,1836,1948,672051.64
Fort Worth,5,3,4882,1946,734507.27
Houston,3,2,4709,1937,680910.35
Jacksonville,4,2,3743,1969,503599.44
Seattle,2,1,4823,2007,1272163.79
Seattle,5,1,3652,1963,1066275.98
Indianapolis,4,3,896,2006,233570.18
San Francisco,5,1,1082,2002,819331.28
San Francisco,6,3,3447,2013,1791288.7
Miami,6,2,4453,2022,1265992.02
Denver,1,1,2237,1924,422473.07
Austin,4,3,4006,2019,1225069.66
Los Angeles,1,1,953,1959,323092.33
Chicago,3,1,4050,2009,722321.28
Dallas,2,1,3177,2004,524269.27
Fort Worth,5,2,2727,1934,470897.15
Denver,1,1,1448,2015,394226.38
Fort Worth,1,1,3515,1951,461260.77
Dallas,2,1,3716,1932,529961.69
New York,1,1,2353,1998,852332.1
Columbus,6,5,1748,1988,349465.28
Los Angeles,6,5,4051,1931,1444254.97
San Francisco,6,5,2935,2003,1689112.64
Seattle,2,1,4842,2011,1362180.3
Indianapolis,2,1,2830,1937,313284.96
Charlotte,4,3,2126,1961,447613.64
San Antonio,6,3,3568,1960,556858.94
Columbus,4,1,1333,1997,235032.79
San Jose,1,1,3652,1991,1368104.13
Houston,4,3,4084,1995,640901.69
Charlotte,3,1,1644,1952,304410.71
San Jose,1,1,3359,2017,1227394.77
San Jose,6,4,2622,1978,1449339.91
San Jose,5,1,1928,2010,1113448.28
Fort Worth,5,3,3464,2012,621804.91
Austin,2,1,4244,1990,1087447.54
Fort Worth,5,1,4203,2005,690583.62
Phoenix,1,1,3291,1975,494242.12
Denver,4,2,4486,1981,1012512.45
Chicago,4,3,4593,1993,894270.0
Miami,4,2,1130,1964,446209.43
Chicago,5,4,2102,1990,530495.92
Phoenix,1,1,2574,1985,423384.74
San Francisco,3,2,2466,2000,1212679.58
Houston,5,2,1073,2001,310479.45
Fort Worth,6,2,4497,1960,736497.97
Jacksonville,3,1,4632,1995,589187.43
Philadelphia,5,3,3210,1995,662595.47
Columbus,6,2,1512,1960,299879.83
Denver,1,1,2609,1951,514493.85
Phoenix,5,3,3185,1956,580353.37
San Diego,4,1,4317,1946,1126866.68
Jacksonville,1,1,2403,2000,318604.43
Charlotte,4,1,1561,1933,294114.11
Seattle,2,1,989,1924,293138.87
Houston,1,1,3413,1965,469998.75
Los Angeles,1,1,3323,1988,1044802.69
Houston,1,1,753,1970,141749.55
Columbus,1,1,4825,1936,477616.82
Houston,2,1,1431,2021,288164.61
Seattle,5,4,4649,1971,1458214.6
Chicago,2,1,1943,1954,335823.65
San Francisco,2,1,3128,1946,1158210.88
New York,2,1,4647,1942,1470364.59
Dallas,1,1,603,1937,106296.83
San Jose,2,1,3055,1985,1215067.21
Columbus,2,1,2787,2017,339723.16
Charlotte,3,1,1964,1984,365711.45
Dallas,4,2,3123,1951,567917.41
Fort Worth,4,1,538,1953,179905.0
Los Angeles,2,1,3645,1993,1126723.0
San Jose,5,3,2761,1956,1279847.47
San Jose,4,2,2566,1995,1175465.58
Denver,1,1,1396,1993,345754.05
New York,5,1,2222,2023,1085341.06
Denver,4,3,4403,2013,1047610.93
San Francisco,6,4,4901,1921,2248078.55
Dallas,1,1,1737,1964,284280.3
Miami,1,1,2154,1996,558354.64
Columbus,3,2,3424,2017,435257.55
Dallas,4,1,1069,1938,235463.53
San Francisco,1,1,3024,1983,1162695.42
Indianapolis,3,1,4931,1932,521610.25
Los Angeles,3,2,4920,1996,1536024.65
San Diego,5,3,1988,1968,793699.27
San Antonio,5,2,3333,1933,488863.43
Miami,5,4,4815,1954,1288127.47
Phoenix,2,1,1296,1977,250199.89
Dallas,5,4,930,1937,306592.06
San Francisco,2,1,1519,1962,720662.69
Fort Worth,1,1,1847,1959,264562.18
San Francisco,4,1,3609,2013,1706108.74
Los Angeles,3,1,2582,1987,887221.94
Denver,4,3,1468,1947,459890.65
Los Angeles,5,1,4056,2000,1447507.91
Dallas,3,2,4527,2000,736687.07
San Francisco,6,2,568,1959,666216.39
Seattle,6,3,1391,2004,743385.54
Charlotte,1,1,4035,1923,538590.73
Indianapolis,1,1,3261,1938,327859.76
Indianapolis,5,2,2887,1954,400513.99
Philadelphia,2,1,2376,1920,339540.1
Denver,1,1,1100,2000,290143.27
Phoenix,3,2,2926,1928,487958.68
Austin,1,1,2782,2014,759593.3
Chicago,1,1,2442,1926,382879.25
Indianapolis,4,1,4744,1935,517657.69
Dallas,2,1,2451,1987,429124.56
Miami,1,1,3757,1944,844869.74
Philadelphia,4,3,3985,1991,703201.3
San Francisco,6,4,1645,1930,1074081.27
Columbus,3,2,2242,1927,279131.41
Jacksonville,5,2,3958,1935,544703.19
Seattle,2,1,3413,1958,862171.46
Indianapolis,1,1,1523,1964,172521.41
Jacksonville,5,1,771,1924,174933.22
San Antonio,4,3,2373,1930,346227.55
Fort Worth,4,1,2294,1942,382721.75
Phoenix,2,1,1981,1922,288286.86
Chicago,2,1,4603,1942,757131.04
Seattle,4,2,3700,1951,1108610.58
San Antonio,5,3,1374,1990,322837.0
Denver,4,1,1732,1937,474056.95
Miami,4,3,741,1938,369979.27
Denver,3,2,585,1951,253551.59
Phoenix,5,4,4433,1994,781334.71
Seattle,3,1,3553,1921,964000.73
New York,4,2,1577,2005,859325.85
San Diego,2,1,2014,1962,607097.41
San Francisco,5,4,4294,1964,1932076.81
Austin,6,1,2045,1966,742687.61
San Diego,5,3,2607,2023,982471.55
Columbus,6,2,1162,1984,266783.54
Miami,6,1,2554,1936,761133.14
Miami,4,2,2798,1954,785882.81
San Antonio,5,4,2525,2001,482181.82
San Diego,6,4,1583,1956,717217.2
Fort Worth,6,1,2448,1965,484372.07
Miami,5,2,4688,1956,1198447.85
Fort Worth,6,1,4890,1932,739947.74
Dallas,2,1,3964,1977,605122.03
Seattle,2,1,1516,2016,534464.09
Fort Worth,5,3,1435,1949,317147.19
Phoenix,2,1,4099,1983,642754.14
Austin,4,3,2990,1936,829309.84
Fort Worth,3,1,4759,1974,659207.09
Phoenix,1,1,4557,1961,649348.76
Charlotte,4,1,2329,1997,479517.42
Los Angeles,6,3,1773,1934,808934.09
Los Angeles,5,1,4425,1967,1514248.08
Houston,2,1,4894,1940,647499.15
San Jose,4,2,4457,1955,1700812.89
San Antonio,2,1,1874,1985,288462.55
Columbus,5,1,2977,1965,381860.87
Miami,1,1,4728,1983,1037833.25
San Jose,4,1,4636,2000,1742079.34
Jacksonville,5,1,4281,1994,642217.47
Austin,6,5,3738,1967,1163699.24
Los Angeles,4,3,3002,1942,1127444.93
San Diego,6,2,1213,1984,655884.24
Dallas,4,1,1025,1985,294727.21
Seattle,4,2,3602,1932,1037193.76
New York,3,1,1339,1941,558092.63
Dallas,4,3,782,1975,261811.86
San Jose,5,2,3372,2014,1492392.06
Jacksonville,4,1,3660,1980,510317.25
Denver,6,2,4723,2009,1198305.16
Philadelphia,1,1,4702,1966,664985.06
Fort Worth,3,1,4529,2001,641686.99
San Antonio,3,1,4826,1922,584800.65
Seattle,6,2,3019,1969,1007630.86
San Diego,4,2,1927,1950,674057.56
San Jose,4,1,4695,1925,1631447.84
San Antonio,3,1,1567,1969,268316.77
Charlotte,1,1,3404,1981,522805.81
San Jose,2,1,4875,1988,1738404.47
Los Angeles,5,3,928,1961,604512.69
New York,2,1,3236,2008,1228910.24
Miami,3,1,863,2007,398142.76
Chicago,1,1,4294,1921,604709.88
Indianapolis,5,1,1925,1996,321591.9
Denver,1,1,2909,2011,671945.49
Denver,6,4,1838,2000,698205.6
Phoenix,6,5,2390,2020,604307.65
Indianapolis,4,1,4513,1932,506826.71
Jacksonville,1,1,1289,2002,206934.23
Charlotte,3,1,1040,2017,271207.03
Austin,6,5,3254,1945,1055604.12
Seattle,6,4,1417,1958,717283.24
Chicago,5,4,1610,1921,396913.29
Houston,5,1,3832,1939,599345.45
Chicago,1,1,1718,1928,269261.24
San Diego,6,5,3337,1963,1246642.71
Jacksonville,6,1,3181,2022,513202.78
Seattle,4,1,4848,1956,1256217.5
Chicago,2,1,1567,1949,291275.7
Jacksonville,4,1,2311,1925,322068.61
Miami,3,2,2148,1985,654858.37
Houston,5,2,1359,1944,313320.47
Dallas,1,1,2505,2019,444209.45
Fort Worth,2,1,2556,1948,357241.65
Phoenix,3,1,2637,1930,419729.53
Charlotte,4,1,3527,2008,611730.36
Indianapolis,4,3,4233,1941,494244.49
Houston,1,1,4929,1940,594252.57
Charlotte,1,1,4853,1949,694041.25
Los Angeles,6,3,4118,1977,1574464.37
San Jose,2,1,2106,1961,819217.39
Columbus,3,1,557,2011,151730.2
Fort Worth,5,4,3088,1971,545197.91
Chicago,5,2,4428,1920,745712.4
Denver,3,2,4969,1926,1031862.48
San Diego,1,1,3995,1976,1054163.69
Seattle,6,1,1396,1973,678683.68
San Antonio,5,2,1164,1964,277379.88
Dallas,5,4,3689,1936,654591.4
New York,1,1,3151,2000,1122232.4
Indianapolis,1,1,2625,1939,258415.06
Chicago,5,1,2399,1986,533951.48
Fort Worth,5,2,3246,1935,513866.76
Miami,6,4,4428,2002,1371872.37
Columbus,1,1,1400,2003,192984.76
San Antonio,3,2,1504,1937,239294.2
Phoenix,6,4,1786,1984,499561.32
Columbus,6,5,2135,1953,379710.3
Columbus,4,3,4795,1946,567642.13
Chicago,5,1,1222,1951,333963.99
New York,2,1,2980,1948,1075757.37
San Jose,4,1,3503,2003,1522172.51
Fort Worth,1,1,4297,1957,538050.13
Phoenix,2,1,1594,1961,281315.59
Miami,4,2,1741,1926,520488.37
Charlotte,1,1,2237,1988,349955.3
Jacksonville,5,2,2907,2024,475069.81
Jacksonville,4,1,2670,1946,373888.02
Chicago,6,1,2420,1977,539751.8
Columbus,4,2,721,1930,155272.38
San Francisco,6,2,2697,2012,1595681.95
Philadelphia,4,3,4393,1949,764275.28
San Antonio,5,1,4674,1924,605651.75
New York,5,3,2680,2004,1283112.02
New York,1,1,1433,2016,635194.2
Indianapolis,3,1,2788,1921,319161.15
Philadelphia,2,1,3333,1949,506804.16
Los Angeles,3,1,1641,2012,684663.09
New York,2,1,3377,2004,1269956.07
San Diego,2,1,4254,1933,1029796.51
Austin,6,5,1292,1951,645199.28
Dallas,2,1,3875,1926,524656.02
Indianapolis,5,4,2894,1954,403339.55
Charlotte,4,1,2399,1929,427852.11
Los Angeles,1,1,2943,1953,885277.74
San Jose,2,1,3126,1984,1218169.48
Dallas,2,1,4149,1978,607949.52
Seattle,4,3,3837,2010,1223988.55
San Diego,6,2,3668,1937,1188589.77
Miami,6,2,1870,1982,683260.71
Columbus,4,3,4144,1984,551839.65
San Jose,2,1,4810,1931,1568026.95
San Antonio,4,2,4108,1976,586447.5
San Jose,4,3,4624,1978,1816233.25
Dallas,1,1,4250,1992,640018.73
Seattle,2,1,1274,1999,482031.01
San Jose,6,4,2548,1977,1369309.19
Phoenix,2,1,3958,1981,628045.72
Houston,1,1,2457,1933,316668.19
Dallas,3,1,4537,1947,697144.14
New York,1,1,1404,1973,529516.11
Fort Worth,4,1,2076,1987,383419.55
Phoenix,5,3,3554,1932,623263.94
Chicago,6,5,3708,2023,864041.65
Jacksonville,2,1,3793,2001,486307.1
Indianapolis,1,1,4014,2021,441143.49
Dallas,4,1,4515,2008,749254.46
Columbus,1,1,1705,1922,176060.02
Chicago,1,1,777,1962,166581.34
Los Angeles,4,1,945,2010,603851.45
Seattle,2,1,859,2021,424743.23
Chicago,6,3,2912,1941,625645.45
Chicago,5,2,2273,1956,520997.22
Houston,6,3,1448,2024,421802.9
Los Angeles,3,2,2160,1945,778735.36
Miami,6,2,3548,1936,960757.75
New York,5,4,2596,1921,1128006.72
San Jose,4,2,4787,1944,1852763.22
Austin,4,3,3087,1994,931347.64
Columbus,2,1,4273,1930,461391.86
Fort Worth,5,4,4664,1921,682690.66
Philadelphia,4,2,3566,1920,571438.36
Indianapolis,4,1,1972,1954,286384.37
Philadelphia,6,3,4440,2021,886813.06
Seattle,3,1,3165,1967,912617.25
Indianapolis,5,2,3532,2020,519848.58
Columbus,3,1,1116,1996,199041.61
Austin,6,1,1655,1920,603215.3
Miami,5,4,1997,1973,731974.4
Miami,3,1,3948,1964,993001.77
Jacksonville,1,1,1336,1923,156619.67
Phoenix,6,3,2339,2007,562292.25
New York,4,1,844,1956,517164.89
Chicago,4,3,3086,1951,626598.81
Indianapolis,1,1,4437,1972,462574.05
New York,4,1,4223,2017,1705275.98
Miami,1,1,4020,2009,918237.86
Miami,1,1,2711,1953,634481.92
Fort Worth,3,1,4448,1924,584138.68
San Jose,4,1,2061,2022,1014501.61
Austin,4,3,3968,2018,1202872.89
Seattle,1,1,2556,1939,629905.37
Chicago,4,2,590,1938,220230.42
San Antonio,1,1,3777,1974,456194.76
Indianapolis,3,2,4593,2000,564859.65
Denver,6,1,2571,1974,744461.98
Houston,3,1,1357,2023,313417.44
San Jose,2,1,4328,1989,1535890.51
Columbus,3,1,1660,2002,265724.9
Fort Worth,5,4,2558,1987,508791.95
Austin,2,1,672,1970,281878.36
Miami,2,1,764,1992,304006.71
Phoenix,4,1,2156,1968,432357.17
Seattle,2,1,1564,1990,522344.24
Fort Worth,6,3,3510,2014,671135.38
Dallas,2,1,604,1978,157950.63
Denver,2,1,768,1998,291525.27
New York,6,1,2202,1962,1091579.38
Columbus,6,3,4811,1938,600302.01
Austin,5,3,2424,2024,911215.29
Columbus,1,1,1282,1951,152946.51
Austin,6,2,3252,2023,1153220.94
New York,6,3,3304,1961,1423875.07
Charlotte,3,2,1572,1959,333944.04
Indianapolis,1,1,3970,1972,399196.2
Charlotte,1,1,4988,1997,722838.42
Columbus,5,4,2569,1989,430975.31
San Antonio,5,1,3964,1942,523260.9
Columbus,2,1,938,1939,127935.51
Charlotte,6,1,2211,1955,464194.76
Chicago,3,2,3414,1998,650295.89
Philadelphia,6,1,2715,1997,554555.04
Chicago,3,2,3590,1982,666314.07
Houston,6,2,902,1966,284145.43
Austin,4,3,527,1997,444677.37
Los Angeles,6,4,952,1952,670648.68
Chicago,2,1,4267,2003,710060.86
New York,1,1,1866,2017,799850.89
Columbus,6,2,2503,2000,412530.82
Seattle,3,2,1569,2001,621835.44
Houston,4,3,756,2020,289579.08
San Antonio,3,2,1819,2019,340633.64
Chicago,5,2,2851,2023,658804.05
Jacksonville,4,3,1078,1926,228371.64
Columbus,4,1,3104,1972,384946.63
San Antonio,2,1,2966,1946,371272.06
Jacksonville,5,2,4475,1972,660292.98
San Diego,5,4,2860,1953,953085.03
Charlotte,2,1,696,1937,147998.69
Indianapolis,3,1,2971,1951,344035.69
Dallas,5,2,1475,1966,370674.36
San Antonio,4,3,4464,2018,632618.08
San Diego,3,1,1678,1947,546885.01
Phoenix,2,1,3145,1969,498702.81
Columbus,3,2,2413,1937,288396.88
Indianapolis,1,1,4510,1977,471747.79
Phoenix,1,1,1700,2019,306700.19
San Diego,1,1,3262,1980,831413.41
San Jose,5,1,1327,1974,777920.38
Denver,2,1,2501,1989,600387.97
Columbus,1,1,4655,1952,495666.82
San Jose,6,5,1812,1943,1120420.76
San Antonio,1,1,3041,1977,393366.55
Houston,1,1,4324,1966,560395.76
San Francisco,1,1,1598,2007,737892.65
Miami,1,1,3619,1928,746214.83
Dallas,3,1,2926,1954,472119.01
Jacksonville,1,1,1361,1985,203425.73
Seattle,2,1,945,1950,336110.16
Chicago,3,1,3205,1931,523916.95
Phoenix,5,2,1021,1988,332137.92
Indianapolis,3,2,2734,2020,371776.5
Columbus,4,1,2287,1933,301628.8
New York,5,3,851,1997,760838.12
Dallas,3,1,3326,1922,500290.66
Chicago,6,1,2348,2020,619177.93
Chicago,5,3,4563,1940,875853.0
San Antonio,1,1,1295,1974,185339.16
Houston,2,1,1724,1977,271057.9
Columbus,1,1,3114,2021,358825.43
Indianapolis,1,1,3540,1967,391306.48
Jacksonville,6,1,4455,1975,647690.11
Austin,6,2,4387,2019,1288384.98
Charlotte,3,1,2734,1928,435692.93
Fort Worth,4,1,1117,1970,249274.62
San Diego,1,1,3636,1944,900440.04
Los Angeles,1,1,2914,2022,992025.82
